series,episode,first_name,last_name,baker_occupation,baker_age,hometown,technical,result,signature_bake,show_stopper
9,6,Luke,Thompson,Civil servant/house and techno DJ,30,Sheffield,NA,NA,NA,NA
9,6,Terry,Hartill,Retired air steward,56,West Midlands,NA,NA,NA,NA
9,7,Briony,Williams,Full-time parent,33,Bristol,5,IN,NA,NA
9,7,Manon,Lagrave,Software project manager,26,London,2,IN,NA,NA
9,7,Rahul,Mandal,Research scientist,30,Rotherham,1,IN,NA,NA
9,7,Ruby,Bhogal,Project manager,29,London,3,IN,NA,NA
9,7,Jon,Jenkins,Blood courier,47,Newport,4,OUT,NA,NA
9,7,Kim-Joy,Hewlett,Mental health specialist,27,Leeds,6,STAR BAKER,NA,NA
9,7,Antony,Amourdoux,Banker,30,London,NA,NA,NA,NA
9,7,Dan,Beasley-Harling,Full-time parent,36,London,NA,NA,NA,NA
9,7,Imelda,McCarron,Countryside recreation officer,33,County Tyrone,NA,NA,NA,NA
9,7,Karen,Wright,In-store sampling assistant,60,Wakefield,NA,NA,NA,NA
9,7,Luke,Thompson,Civil servant/house and techno DJ,30,Sheffield,NA,NA,NA,NA
9,7,Terry,Hartill,Retired air steward,56,West Midlands,NA,NA,NA,NA
9,8,Briony,Williams,Full-time parent,33,Bristol,1,IN,NA,NA
9,8,Kim-Joy,Hewlett,Mental health specialist,27,Leeds,2,IN,NA,NA
9,8,Rahul,Mandal,Research scientist,30,Rotherham,5,IN,NA,NA
9,8,Manon,Lagrave,Software project manager,26,London,4,OUT,NA,NA
9,8,Ruby,Bhogal,Project manager,29,London,3,STAR BAKER,NA,NA
9,8,Antony,Amourdoux,Banker,30,London,NA,NA,NA,NA
9,8,Dan,Beasley-Harling,Full-time parent,36,London,NA,NA,NA,NA
9,8,Imelda,McCarron,Countryside recreation officer,33,County Tyrone,NA,NA,NA,NA
9,8,Jon,Jenkins,Blood courier,47,Newport,NA,NA,NA,NA
9,8,Karen,Wright,In-store sampling assistant,60,Wakefield,NA,NA,NA,NA
9,8,Luke,Thompson,Civil servant/house and techno DJ,30,Sheffield,NA,NA,NA,NA
9,8,Terry,Hartill,Retired air steward,56,West Midlands,NA,NA,NA,NA
9,9,Kim-Joy,Hewlett,Mental health specialist,27,Leeds,2,IN,NA,NA
9,9,Rahul,Mandal,Research scientist,30,Rotherham,4,IN,NA,NA
9,9,Briony,Williams,Full-time parent,33,Bristol,3,OUT,NA,NA
9,9,Ruby,Bhogal,Project manager,29,London,1,STAR BAKER,NA,NA
9,9,Antony,Amourdoux,Banker,30,London,NA,NA,NA,NA
9,9,Dan,Beasley-Harling,Full-time parent,36,London,NA,NA,NA,NA
9,9,Imelda,McCarron,Countryside recreation officer,33,County Tyrone,NA,NA,NA,NA
9,9,Jon,Jenkins,Blood courier,47,Newport,NA,NA,NA,NA
9,9,Karen,Wright,In-store sampling assistant,60,Wakefield,NA,NA,NA,NA
9,9,Luke,Thompson,Civil servant/house and techno DJ,30,Sheffield,NA,NA,NA,NA
9,9,Manon,Lagrave,Software project manager,26,London,NA,NA,NA,NA
9,9,Terry,Hartill,Retired air steward,56,West Midlands,NA,NA,NA,NA
9,10,Kim-Joy,Hewlett,Mental health specialist,27,Leeds,1,Runner-up,NA,NA
9,10,Ruby,Bhogal,Project manager,29,London,3,Runner-up,NA,NA
9,10,Rahul,Mandal,Research scientist,30,Rotherham,2,WINNER,NA,NA
9,10,Antony,Amourdoux,Banker,30,London,NA,NA,NA,NA
9,10,Briony,Williams,Full-time parent,33,Bristol,NA,NA,NA,NA
9,10,Dan,Beasley-Harling,Full-time parent,36,London,NA,NA,NA,NA
9,10,Imelda,McCarron,Countryside recreation officer,33,County Tyrone,NA,NA,NA,NA
9,10,Jon,Jenkins,Blood courier,47,Newport,NA,NA,NA,NA
9,10,Karen,Wright,In-store sampling assistant,60,Wakefield,NA,NA,NA,NA
9,10,Luke,Thompson,Civil servant/house and techno DJ,30,Sheffield,NA,NA,NA,NA
9,10,Manon,Lagrave,Software project manager,26,London,NA,NA,NA,NA
9,10,Terry,Hartill,Retired air steward,56,West Midlands,NA,NA,NA,NA
10,1,Alice,Fevronia,Geography teacher,28,Essex,5,IN,NA,NA
10,1,Amelia,LeBruin,Fashion designer,24,Halifax,4,IN,NA,NA
10,1,David,Atherton,International health adviser,36,Whitby,10,IN,NA,NA
10,1,Helena,Garcia,Online project manager,40,Leeds,12,IN,NA,NA
10,1,Henry,Bird,Student,20,Durham,1,IN,NA,NA
10,1,Jamie,Finn,Part-time waiter,20,Surrey,13,IN,NA,NA
10,1,Michael,Chakraverty,Theatre manager/fitness instructor,26,Stratford-upon-Avon,11,IN,NA,NA
10,1,Phil,Thorne,HGV driver,56,Rainham,8,IN,NA,NA
10,1,Priya,O'Shea,Marketing consultant,34,Leicester,7,IN,NA,NA
10,1,Rosie,Brandreth-Poynter,Veterinary surgeon,28,Somerset,2,IN,NA,NA
10,1,Steph,Blackwell,Shop assistant,28,Chester,3,IN,NA,NA
10,1,Dan,Chambers,Support worker,32,Rotherham,9,OUT,NA,NA
10,1,Michelle,Evans-Fecci,Print shop administrator,35,"Tenby, Wales",6,STAR BAKER,NA,NA
10,2,Amelia,LeBruin,Fashion designer,24,Halifax,9,IN,NA,NA
10,2,David,Atherton,International health adviser,36,Whitby,2,IN,NA,NA
10,2,Helena,Garcia,Online project manager,40,Leeds,12,IN,NA,NA
10,2,Henry,Bird,Student,20,Durham,6,IN,NA,NA
10,2,Michael,Chakraverty,Theatre manager/fitness instructor,26,Stratford-upon-Avon,4,IN,NA,NA
10,2,Michelle,Evans-Fecci,Print shop administrator,35,"Tenby, Wales",8,IN,NA,NA
10,2,Phil,Thorne,HGV driver,56,Rainham,3,IN,NA,NA
10,2,Priya,O'Shea,Marketing consultant,34,Leicester,7,IN,NA,NA
10,2,Rosie,Brandreth-Poynter,Veterinary surgeon,28,Somerset,5,IN,NA,NA
10,2,Steph,Blackwell,Shop assistant,28,Chester,10,IN,NA,NA
10,2,Jamie,Finn,Part-time waiter,20,Surrey,11,OUT,NA,NA
10,2,Alice,Fevronia,Geography teacher,28,Essex,1,STAR BAKER,NA,NA
10,2,Dan,Chambers,Support worker,32,Rotherham,NA,NA,NA,NA
10,3,Alice,Fevronia,Geography teacher,28,Essex,7,IN,NA,NA
10,3,David,Atherton,International health adviser,36,Whitby,2,IN,NA,NA
10,3,Helena,Garcia,Online project manager,40,Leeds,8,IN,NA,NA
10,3,Henry,Bird,Student,20,Durham,1,IN,NA,NA
10,3,Michelle,Evans-Fecci,Print shop administrator,35,"Tenby, Wales",5,IN,NA,NA
10,3,Phil,Thorne,HGV driver,56,Rainham,10,IN,NA,NA
10,3,Priya,O'Shea,Marketing consultant,34,Leicester,4,IN,NA,NA
10,3,Rosie,Brandreth-Poynter,Veterinary surgeon,28,Somerset,9,IN,NA,NA
10,3,Steph,Blackwell,Shop assistant,28,Chester,3,IN,NA,NA
10,3,Amelia,LeBruin,Fashion designer,24,Halifax,11,OUT,NA,NA
10,3,Michael,Chakraverty,Theatre manager/fitness instructor,26,Stratford-upon-Avon,6,STAR BAKER,NA,NA
10,3,Dan,Chambers,Support worker,32,Rotherham,NA,NA,NA,NA
10,3,Jamie,Finn,Part-time waiter,20,Surrey,NA,NA,NA,NA
10,4,Alice,Fevronia,Geography teacher,28,Essex,8,IN,NA,NA
10,4,David,Atherton,International health adviser,36,Whitby,2,IN,NA,NA
10,4,Helena,Garcia,Online project manager,40,Leeds,9,IN,NA,NA
10,4,Henry,Bird,Student,20,Durham,3,IN,NA,NA
10,4,Michael,Chakraverty,Theatre manager/fitness instructor,26,Stratford-upon-Avon,7,IN,NA,NA
10,4,Michelle,Evans-Fecci,Print shop administrator,35,"Tenby, Wales",5,IN,NA,NA
10,4,Priya,O'Shea,Marketing consultant,34,Leicester,10,IN,NA,NA
10,4,Rosie,Brandreth-Poynter,Veterinary surgeon,28,Somerset,4,IN,NA,NA
10,4,Phil,Thorne,HGV driver,56,Rainham,6,OUT,NA,NA
10,4,Steph,Blackwell,Shop assistant,28,Chester,1,STAR BAKER,NA,NA
10,4,Amelia,LeBruin,Fashion designer,24,Halifax,NA,NA,NA,NA
10,4,Dan,Chambers,Support worker,32,Rotherham,NA,NA,NA,NA
10,4,Jamie,Finn,Part-time waiter,20,Surrey,NA,NA,NA,NA
10,5,Alice,Fevronia,Geography teacher,28,Essex,6,IN,NA,NA
10,5,David,Atherton,International health adviser,36,Whitby,9,IN,NA,NA
10,5,Henry,Bird,Student,20,Durham,3,IN,NA,NA
10,5,Michael,Chakraverty,Theatre manager/fitness instructor,26,Stratford-upon-Avon,8,IN,NA,NA
10,5,Priya,O'Shea,Marketing consultant,34,Leicester,2,IN,NA,NA
10,5,Rosie,Brandreth-Poynter,Veterinary surgeon,28,Somerset,5,IN,NA,NA
10,5,Helena,Garcia,Online project manager,40,Leeds,1,OUT,NA,NA
10,5,Michelle,Evans-Fecci,Print shop administrator,35,"Tenby, Wales",7,OUT,NA,NA
10,5,Steph,Blackwell,Shop assistant,28,Chester,4,STAR BAKER,NA,NA
10,5,Amelia,LeBruin,Fashion designer,24,Halifax,NA,NA,NA,NA
10,5,Dan,Chambers,Support worker,32,Rotherham,NA,NA,NA,NA
10,5,Jamie,Finn,Part-time waiter,20,Surrey,NA,NA,NA,NA
10,5,Phil,Thorne,HGV driver,56,Rainham,NA,NA,NA,NA
10,6,Alice,Fevronia,Geography teacher,28,Essex,1,IN,NA,NA
10,6,David,Atherton,International health adviser,36,Whitby,2,IN,NA,NA
10,6,Henry,Bird,Student,20,Durham,4,IN,NA,NA
10,6,Michael,Chakraverty,Theatre manager/fitness instructor,26,Stratford-upon-Avon,6,IN,NA,NA
10,6,Rosie,Brandreth-Poynter,Veterinary surgeon,28,Somerset,5,IN,NA,NA
10,6,Priya,O'Shea,Marketing consultant,34,Leicester,7,OUT,NA,NA
10,6,Steph,Blackwell,Shop assistant,28,Chester,3,STAR BAKER,NA,NA
10,6,Amelia,LeBruin,Fashion designer,24,Halifax,NA,NA,NA,NA
10,6,Dan,Chambers,Support worker,32,Rotherham,NA,NA,NA,NA
10,6,Helena,Garcia,Online project manager,40,Leeds,NA,NA,NA,NA
10,6,Jamie,Finn,Part-time waiter,20,Surrey,NA,NA,NA,NA
10,6,Michelle,Evans-Fecci,Print shop administrator,35,"Tenby, Wales",NA,NA,NA,NA
10,6,Phil,Thorne,HGV driver,56,Rainham,NA,NA,NA,NA
10,7,Alice,Fevronia,Geography teacher,28,Essex,6,IN,NA,NA
10,7,David,Atherton,International health adviser,36,Whitby,2,IN,NA,NA
10,7,Rosie,Brandreth-Poynter,Veterinary surgeon,28,Somerset,1,IN,NA,NA
10,7,Steph,Blackwell,Shop assistant,28,Chester,4,IN,NA,NA
10,7,Michael,Chakraverty,Theatre manager/fitness instructor,26,Stratford-upon-Avon,5,OUT,NA,NA
10,7,Henry,Bird,Student,20,Durham,3,STAR BAKER,NA,NA
10,7,Amelia,LeBruin,Fashion designer,24,Halifax,NA,NA,NA,NA
10,7,Dan,Chambers,Support worker,32,Rotherham,NA,NA,NA,NA
10,7,Helena,Garcia,Online project manager,40,Leeds,NA,NA,NA,NA
10,7,Jamie,Finn,Part-time waiter,20,Surrey,NA,NA,NA,NA
10,7,Michelle,Evans-Fecci,Print shop administrator,35,"Tenby, Wales",NA,NA,NA,NA
10,7,Phil,Thorne,HGV driver,56,Rainham,NA,NA,NA,NA
10,7,Priya,O'Shea,Marketing consultant,34,Leicester,NA,NA,NA,NA
10,8,Alice,Fevronia,Geography teacher,28,Essex,3,IN,NA,NA
10,8,David,Atherton,International health adviser,36,Whitby,1,IN,NA,NA
10,8,Rosie,Brandreth-Poynter,Veterinary surgeon,28,Somerset,2,IN,NA,NA
10,8,Henry,Bird,Student,20,Durham,5,OUT,NA,NA
10,8,Steph,Blackwell,Shop assistant,28,Chester,4,STAR BAKER,NA,NA
10,8,Amelia,LeBruin,Fashion designer,24,Halifax,NA,NA,NA,NA
10,8,Dan,Chambers,Support worker,32,Rotherham,NA,NA,NA,NA
10,8,Helena,Garcia,Online project manager,40,Leeds,NA,NA,NA,NA
10,8,Jamie,Finn,Part-time waiter,20,Surrey,NA,NA,NA,NA
10,8,Michael,Chakraverty,Theatre manager/fitness instructor,26,Stratford-upon-Avon,NA,NA,NA,NA
10,8,Michelle,Evans-Fecci,Print shop administrator,35,"Tenby, Wales",NA,NA,NA,NA
10,8,Phil,Thorne,HGV driver,56,Rainham,NA,NA,NA,NA
10,8,Priya,O'Shea,Marketing consultant,34,Leicester,NA,NA,NA,NA
10,9,David,Atherton,International health adviser,36,Whitby,2,IN,NA,NA
10,9,Steph,Blackwell,Shop assistant,28,Chester,3,IN,NA,NA
10,9,Rosie,Brandreth-Poynter,Veterinary surgeon,28,Somerset,1,OUT,NA,NA
10,9,Alice,Fevronia,Geography teacher,28,Essex,4,STAR BAKER,NA,NA
10,9,Amelia,LeBruin,Fashion designer,24,Halifax,NA,NA,NA,NA
10,9,Dan,Chambers,Support worker,32,Rotherham,NA,NA,NA,NA
10,9,Helena,Garcia,Online project manager,40,Leeds,NA,NA,NA,NA
10,9,Henry,Bird,Student,20,Durham,NA,NA,NA,NA
10,9,Jamie,Finn,Part-time waiter,20,Surrey,NA,NA,NA,NA
10,9,Michael,Chakraverty,Theatre manager/fitness instructor,26,Stratford-upon-Avon,NA,NA,NA,NA
10,9,Michelle,Evans-Fecci,Print shop administrator,35,"Tenby, Wales",NA,NA,NA,NA
10,9,Phil,Thorne,HGV driver,56,Rainham,NA,NA,NA,NA
10,9,Priya,O'Shea,Marketing consultant,34,Leicester,NA,NA,NA,NA
10,10,Alice,Fevronia,Geography teacher,28,Essex,2,Runner-up,NA,NA
10,10,Steph,Blackwell,Shop assistant,28,Chester,3,Runner-up,NA,NA
10,10,David,Atherton,International health adviser,36,Whitby,1,WINNER,NA,NA
10,10,Amelia,LeBruin,Fashion designer,24,Halifax,NA,NA,NA,NA
10,10,Dan,Chambers,Support worker,32,Rotherham,NA,NA,NA,NA
10,10,Helena,Garcia,Online project manager,40,Leeds,NA,NA,NA,NA
10,10,Henry,Bird,Student,20,Durham,NA,NA,NA,NA
10,10,Jamie,Finn,Part-time waiter,20,Surrey,NA,NA,NA,NA
10,10,Michael,Chakraverty,Theatre manager/fitness instructor,26,Stratford-upon-Avon,NA,NA,NA,NA
10,10,Michelle,Evans-Fecci,Print shop administrator,35,"Tenby, Wales",NA,NA,NA,NA
10,10,Phil,Thorne,HGV driver,56,Rainham,NA,NA,NA,NA
10,10,Priya,O'Shea,Marketing consultant,34,Leicester,NA,NA,NA,NA
10,10,Rosie,Brandreth-Poynter,Veterinary surgeon,28,Somerset,NA,NA,NA,NA
2,1,Jo,Wheatley,Housewife,41,"Ongar, Essex",NA,NA,Chocolate Orange CupcakesOrange and Cardamom Cupcakes,Chocolate and Strawberry Cake
2,2,Jo,Wheatley,Housewife,41,"Ongar, Essex",NA,NA,"Caramelised Onion, Gruyere and Thyme Quiche",Raspberry and Mascarpone Tarts with Lemon and Almond PastryHoney and Almond Tarts with Sweetcrust
2,3,Jo,Wheatley,Housewife,41,"Ongar, Essex",NA,NA,"Stromboli flavored with Mozzarella, Ham, and Picante Pepper",Unknown
2,4,Jo,Wheatley,Housewife,41,"Ongar, Essex",NA,NA,Lavender Biscuits,Blueberry MacaronsCoconut MacaronsStrawberry Macarons
2,5,Jo,Wheatley,Housewife,41,"Ongar, Essex",NA,NA,Salmon and Asparagus Pie,Apple and Raspberry Meringue Pie
2,6,Jo,Wheatley,Housewife,41,"Ongar, Essex",NA,NA,Rum and Raisin Baked Cheesecake,Limoncello and White Chocolate Croquembouche
2,7,Jo,Wheatley,Housewife,41,"Ongar, Essex",NA,NA,Raspberry & Strawberry Mousse Cake,Pain Aux RaisinChocolate TwistsBanana and Raisin Pastries
2,8,Jo,Wheatley,Housewife,41,"Ongar, Essex",NA,NA,Raspberry and Blueberry Mille Feuille,"Mini Victoria SandwichesRaspberry, White Chocolate and Pistachio Mini MeringuesMini Banoffee Pie with Banana Mousse"
